Web_Site_Member_ID,Master_Member_ID,API_GUID,Constituent_ID,Registration_Date,Approved_Site_Member,Date_Approved,Date_Last_Login,Member_Suspended,Last_Updated,Date_Membership_Expires,Membership,Has_Donated_Online,Date_Last_Donated,Has_Purchased_Online,Date_Last_Purchased,Has_Registered_Event_Online,Date_Last_Event_Reg,Username,Password,Member_Type_Code,Primary_Group_Code,Group_Codes,Gender,First_Name,Middle_Name,Last_Name,Nickname,Member_Name_Suffix,Member_Name_Title,Birthdate,Marriage_Status,Maiden_Name,Anniversary_Date,Spouse_Name,Email_Address,Email_Address_Alternate,Email_Bounced,Messenger_Type,Messenger_Handle,Home_Address_Line1,Home_Address_Line2,Home_City,Home_Location,Home_State_Abbrev,Home_Postal_Code,Home_Country,Personal_Website,Home_Phone_Country_Code,Home_Phone_Area_Code,Home_Phone,Mobile_Country_Code,Mobile_Area_Code,Mobile,Employer_Name,Professional_Title,Profession,Employer_Address_Line1,Employer_Address_Line2,Employer_City,Employer_Location,Employer_State_Abbrev,Employer_Postal_Code,Employer_Country,Employer_Website,Employer_Phone_Country_Code,Employer_Phone_Area_Code,Employer_Phone,Employer_Fax_Country_Code,Employer_Fax_Area_Code,Employer_Fax,Resume_Exists,Resume_Headline,Social_Organizations,Education_and_Experience,More_Personal_Info,Search_Identifier,Internal_Comments,Home_Address_Validated,Employer_Address_Validated,Date_Last_Renewed,Date_Effective_Membership_Expires,Import_Batch_ID,Career_Openings_Allowed,Members_Pages_Allowed,Additional_Seats_Allowed,intNameFormatNormal,YMCareers_Date_Last_Login,YMCareers_Date_Last_Job_Search,YMCareers_Date_Last_Job_Application,Number_of_Employees,Area_of_Expertise,Membership_Division,Age_Range,District_Size,ACTE_Number,County_-_Area,Liability_insurance,Years,ACTE_Expiration,Member_Area,Instructional_area
000237,,86769b3f-687f-118d-94e5-d9cd89d3b30f,,,No,,,No,2016-11-11 12:56:49,,,No,,No,,No,,,,,,,,First00199,,Last00219,,,,,,,,,user00236@example.invalid,,No,,,,,,,,,,,,,5550347,,,,[ORG_00208],Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000238,,1bf7078e-f5af-d4f3-f2ec-1fed31949820,,2024-09-17 11:26:00,Yes,2024-09-18 10:07:00,2026-05-01 15:17:20,No,2025-09-23 17:49:35,2026-09-25 00:00:00,Administrator,No,,Yes,2026-02-09 09:41:10,Yes,2026-02-09 09:41:10,user_00092,[REDACTED],Active,,,,First00200,,Last00220,,,,,,,,,user00237@example.invalid,alt00062@example.invalid,No,,,[ADDR1_00088],,Nocona,Texas,TX,762XX,United States,,,,,,940,5550348,[ORG_00209],College and Career Counselor Specialist,,[EADDR1_00089],,Wichita Falls,Texas,TX,763XX,United States,,,940,5550349,,940,5550350,No,,,,,srch_00001,,False,False,2025-09-23 17:49:35,2026-09-25 00:00:00,,0,0,0,338,,,,,Postsecondary,Guidance,Under 50,Not Applicable,,Wichita - 1,No,,,1,
000239,,e8676ab3-83fd-1a32-d017-0f1b5d0ec7bf,,,No,,,No,2020-05-29 18:01:44,,,No,,No,,No,,,,,,,,First00201,,Last00221,,,,,,,,,user00238@example.invalid,,No,,,,,,,,,,,,,5550351,,,,[ORG_00008],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000240,,d51f4470-9cfb-e814-5272-cf66509da7de,,,No,,,No,2019-04-25 09:13:53,,,No,,No,,No,,,,,,,,First00202,,Last00222,,,,,,,,,user00239@example.invalid,,No,,,,,,,,,,,,,5550352,,,,[ORG_00210],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000241,,0ba0ed23-ea85-5f80-ed83-44155bac0742,,,No,,,No,2025-04-23 16:32:45,,,No,,No,,No,,,,,,,,First00135,,Last00223,,,,,,,,,user00240@example.invalid,,No,,,,,,,,,,,,,5550353,,,,[ORG_00211],Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000242,,eaee0bf7-8dab-fa1a-7940-047154e9255a,,,No,,,No,2022-05-23 10:43:16,,,No,,No,,No,,,,,,,,First00031,,Last00224,,,,,,,,,user00241@example.invalid,,No,,,,,,,,,,,,,5550354,,,,[ORG_00212],Work Based Learning Coordinator,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000243,,55eee133-5b15-a2dc-6c26-3d94da0884d1,,,No,,,No,2017-05-12 17:14:41,,,No,,No,,No,,,,,,,,First00077,,Last00225,,,,,,,,,user00242@example.invalid,,No,,,,,,,,,,,,,5550355,,,,[ORG_00213],Touch System Data Entry Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000244,,dbabeb1c-6b60-5696-9b6d-9b527c0d27d1,,,No,,,No,2021-05-06 14:43:50,,,No,,No,,No,,,,,,,,First00203,,Last00187,,,,,,,,,user00243@example.invalid,,No,,,,,,,,,,,,,5550356,,,,[ORG_00087],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000245,,db336156-7cbb-3e08-d5aa-434b76847608,,2018-07-10 12:15:00,Yes,2018-07-10 12:57:07,2019-10-06 16:24:11,Yes,2019-07-16 10:38:03,2020-07-16 00:00:00,Active Instructional,No,,Yes,2019-04-30 11:25:51,Yes,2019-04-30 11:25:51,user_00093,[REDACTED],Teacher,,,,First00166,,Last00226,,,,,,,,,user00244@example.invalid,alt00063@example.invalid,No,,,[ADDR1_00089],,Ingleside,Texas,TX,783XX,United States,,,,,,713,5550357,[ORG_00214],Teacher-CTE,,[EADDR1_00090],,Corpus Christi,Texas,TX,784XX,United States,,,361,5550358,,,,No,,,,,srch_00001,,False,False,2019-07-16 10:38:03,2020-07-16 00:00:00,,0,0,0,338,,,,,Teacher ,,Under 60,"Up to 5,000 students",,Nueces - 8,No,,,8,Business Management and Administration|Finance|Career Development
000246,,a9b69650-b3a7-1510-c9b1-3f43f3c1f66b,,2023-11-28 13:22:00,Yes,2024-01-07 15:56:00,2024-01-22 11:04:00,No,2025-11-18 17:03:29,2026-11-18 00:00:00,Administrator,No,,Yes,2025-10-06 10:58:04,Yes,2025-10-06 10:58:05,user_00094,[REDACTED],Active,,,,First00204,,Last00196,,,Mr,,,,,,user00245@example.invalid,,No,,,[ADDR1_00090],,Fort Worth,Texas,TX,760XX,United States,,,,,,817,5550359,[ORG_00215],Principal,,[EADDR1_00091],,Fort Worth,Texas,TX,760XX,United States,,,817,5550359,,817,5550360,No,,,,,srch_00001,,False,False,2025-11-18 17:03:29,2026-11-18 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 40,"Up to 35,000 students",,Tarrant - 2,No,,,2,
000247,,9ba56f4f-6e90-3663-e7b5-0e3fff8de598,,2026-06-23 17:57:35,Yes,2026-07-10 22:01:37,2026-07-11 10:00:10,No,2026-07-11 10:02:18,2027-07-10 00:00:00,Administrator,No,,No,,No,,user_00095,[REDACTED],Active,,,,First00042,,Last00227,,,Mr.,,,,,,user00246@example.invalid,alt00064@example.invalid,No,,,[ADDR1_00091],,Cut and Shoot,Texas,TX,773XX,United States,,,,,,832,5550361,[ORG_00216],CTE Coordinator / Assistant Principal,,[EADDR1_00092],,Cut and Shoot,Texas,TX,773XX,United States,,,936,5550362,,936,5550363,No,,,,,srch_00001,,False,False,2026-07-10 22:01:30,2027-07-10 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 10,000 students",,Montgomery - 5,Yes,,,5,
000248,,bb5dcb46-d5c0-c30f-a76c-23e07480fe66,,,No,,,No,2016-05-19 10:19:10,,,No,,No,,No,,,,,,,,First00021,,Last00228,,,,,,,,,user00247@example.invalid,,No,,,,,,,,,,,,,5550364,,,,[ORG_00217],"Health Science Teacher, RN",,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000249,,34a95365-8d70-5974-3501-8732ce7cf720,,,No,,,No,2017-01-10 09:55:31,,,No,,No,,No,,,,,,,,First00048,,Last00049,,,,,,,,,user00248@example.invalid,,No,,,,,,,,,,,,,5550365,,,,[ORG_00218],Director ,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000250,,a4a1c630-b6dc-637d-ee5a-1da4085ee3b9,,2023-10-13 14:29:57,No,,,Yes,2023-10-13 14:29:57,,,No,,No,,No,,user_00096,[REDACTED],Teacher,,,,First00205,M00009,Last00229,,,Mr.,,,,,,user00249@example.invalid,alt00065@example.invalid,No,,,[ADDR1_00092],,Houston,Texas,TX,770XX,United States,,,,,,318,5550366,[ORG_00219],Welding Teacher,,[EADDR1_00093],,Houston,Texas,TX,770XX,United States,,,281,5550367,,,,No,,,,[REDACTED_FREETEXT],srch_00001,,False,False,,,,0,10,0,338,,,,,Teacher ,Teacher,Under 50,"Up to 50,000 students",,Harris - 6,Yes,,,12,Education and Training
000251,,ad1ffa60-c2d2-b50d-1a57-75fc88dd8f55,,,No,,,No,2025-03-28 17:25:13,,,No,,No,,No,,,,,,,,First00051,,Last00230,,,,,,,,,user00250@example.invalid,,No,,,,,,,,,,,,,5550368,,,,[ORG_00220],Career Education Outreach Manger,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000252,,420f12be-0e1b-5249-de0d-d4ccc69c1e6e,,,No,,,No,2016-06-14 17:57:40,,,No,,No,,No,,,,,,,,First00206,,Last00231,,,,,,,,,user00251@example.invalid,,No,,,,,,,,,,,,,5550369,,,,[ORG_00056],CCTE Assistant Principal,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000253,,9ba5bf7d-11df-d989-f60d-6d1708fa012f,,,No,,,No,2023-03-31 15:12:10,,,No,,No,,No,,,,,,,,First00207,,Last00232,,,,,,,,,user00252@example.invalid,,No,,,,,,,,,,,,,5550370,,,,[ORG_00221],Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000254,,3e949a9b-206a-d23b-c59f-9389900a846c,,2025-06-24 00:00:00,Yes,2025-06-25 12:42:00,2026-06-10 23:44:57,No,2026-02-03 14:03:22,2027-06-23 00:00:00,Teacher,No,,No,,No,,user_00097,[REDACTED],Teacher,,,,First00067,M00010,Last00233,,,Ms.,,,,2025-01-01,,user00253@example.invalid,alt00066@example.invalid,No,,,[ADDR1_00093],,Uvalde,Texas,TX,788XX,United States,,,,,,830,5550371,[ORG_00222],CTE Law Enforcement Teacher,,[EADDR1_00094],,Uvalde,Texas,TX,788XX,United States,,,830,5550372,,,,No,,,,,srch_00001,,False,False,2025-06-24 19:54:00,2027-06-23 00:00:00,,0,0,0,338,,,,,Teacher ,Teacher,Under 60,"Up to 5,000 students",,Uvalde - 7,No,,,7,"Law, Public Safety and Security"
000255,,d3181fa9-bb5e-08db-df22-d399b1ec544a,,,No,,,No,2019-01-16 18:00:47,,,No,,No,,No,,,,,,,,First00208,,Last00089,,,,,,,,,user00254@example.invalid,,No,,,,,,,,,,,,,5550373,,,,[ORG_00223],Government and Public Services CTE Pathway Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000256,,c01808c8-daeb-cd7c-c33e-b1425b2decd0,,2025-10-01 16:14:48,Yes,2025-11-14 12:11:43,2026-07-14 16:50:03,No,2025-12-03 09:36:54,2026-11-14 00:00:00,Administrator,No,,Yes,2026-03-05 13:27:31,Yes,2026-03-05 13:27:31,user_00098,[REDACTED],Active,,,,First00029,,Last00234,,,,,,,,,user00255@example.invalid,alt00067@example.invalid,No,,,[ADDR1_00094],[ADDR2_00006],"Lewisville, TX",Texas,TX,750XX,United States,,,,,,469,5550374,[ORG_00224],CTE Administrator,,[EADDR1_00095],[EADDR2_00007],"Lewisville, TX",Texas,TX,750XX,United States,,,469,5550374,,469,5550374,No,,,,,srch_00001,,False,False,2025-11-14 12:11:38,2026-11-14 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 50,000 students",,Denton - 2,No,,,2,
000257,,98eb69f1-3c3e-cb73-44b4-e52b7438ae62,,2023-01-24 13:46:00,Yes,2023-01-24 13:52:00,2024-05-21 13:58:38,Yes,2024-01-24 00:10:39,2025-01-24 00:00:00,Administrator,No,,Yes,2023-05-17 16:03:52,Yes,2023-05-17 16:03:53,user_00099,[REDACTED],Active,,,,First00044,,Last00235,,,,,,,,,user00256@example.invalid,,No,,,[ADDR1_00095],,Rockport,Texas,TX,783XX,United States,,,,,,832,5550375,[ORG_00225],Senior Success Advisor,,[EADDR1_00096],,Rockport,Texas,TX,783XX,United States,https://example.invalid/e00013,,361,5550376,,361,5550377,No,,,,,srch_00001,,False,False,2024-01-24 00:10:39,2025-01-24 00:00:00,,0,0,0,338,,,,,Administration,Guidance,Under 60,"Up to 5,000 students",,Aransas - 8,Yes,,,8,
000258,,348465e2-45a8-a31b-43da-11e4fcf60cad,,,No,,,No,2020-05-28 13:39:35,,,No,,No,,No,,,,,,,,First00141,,Last00236,,,,,,,,,user00257@example.invalid,,No,,,,,,,,,,,,,5550378,,,,[ORG_00008],CTE teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000259,,74e7746b-9b62-2555-4d25-f041277d8add,,,No,,,No,2022-06-28 18:28:14,,,No,,No,,No,,,,,,,,First00209,,Last00237,,,,,,,,,user00258@example.invalid,,No,,,,,,,,,,,,,5550379,,,,[ORG_00226],Academic Advisor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000260,,ac6289d2-3d38-2819-53d4-0a85ae3a7358,,2025-04-04 10:27:00,Yes,2025-06-17 11:17:00,2026-05-14 16:57:00,No,2026-06-16 17:08:27,2027-06-17 00:00:00,Administrator,No,,No,,No,,user_00100,[REDACTED],Active,,,,First00210,M00011,Last00238,,,Mrs.,,,,,,user00259@example.invalid,alt00068@example.invalid,No,,,[ADDR1_00096],,San Antonio,Texas,TX,782XX,United States,,,,,,210,5550380,[ORG_00227],Instructional Support,,[EADDR1_00097],,San Antonio,Texas,TX,782XX,United States,,,210,5550380,,210,5550381,No,,,,,srch_00001,,False,False,2026-06-16 17:08:27,2027-06-17 00:00:00,,0,0,0,338,,,,,Not applicable,Administration,Under 50,50000,,Bexar - 7,,,,7,
000261,,600f7b08-5264-e73f-2aa5-015ffac922c0,,2022-06-09 14:41:00,Yes,2022-06-09 15:03:00,2023-07-19 16:31:27,Yes,2023-06-20 18:54:53,2024-06-20 00:00:00,Associate,No,,Yes,2023-03-31 07:54:34,Yes,2023-03-31 07:54:34,user_00101,[REDACTED],Associate,,,,First00166,,Last00239,,,,1975-01-01,,,,,user00260@example.invalid,,No,,,[ADDR1_00097],,Liberty,Texas,TX,775XX,United States,,,,,,936,5550382,[ORG_00228],Teacher,Education,[EADDR1_00098],,Liberty,Texas,TX,775XX,United States,,,936,5550383,,936,5550384,No,,,,,srch_00001,,False,False,2023-06-20 18:54:53,2024-06-20 00:00:00,,0,0,0,466,,,,,Business/Industry,Teacher,Under 50,"Up to 5,000 students",,Liberty - 6,,,,6,"Arts, A/V Technology and Communication|Business Management and Administration"
000262,,305b7f3d-a4ce-d2df-ca86-4f03124bb712,,,No,,,No,2020-06-16 19:59:21,,,No,,No,,No,,,,,,,,First00211,,Last00240,,,,,,,,,user00261@example.invalid,,No,,,,,,,,,,,,,5550385,,,,[ORG_00229],Superintendent,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000263,,9d2e42ae-9e93-d6e9-1dba-c89cbd17e064,,,No,,,No,2025-05-29 15:53:35,,,No,,No,,No,,,,,,,,First00212,,Last00241,,,,,,,,,user00262@example.invalid,,No,,,,,,,,,,,,,5550386,,,,[ORG_00219],"Coordinator 1, Postsecondary",,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000264,,b6e5ca6b-930f-b9c1-5553-efeb8b63e448,,,No,,,No,2025-08-26 11:30:36,,,No,,No,,No,,,,,,,,First00042,,Last00242,,,,,,,,,user00263@example.invalid,,No,,,,,,,,,,,,,5550387,,,,[ORG_00230],CTE Electrical / Construction,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000265,,24d7df53-08d1-abfe-2890-4f3c049b38ee,,,No,,,No,2018-03-22 11:27:47,,,No,,No,,No,,,,,,,,First00213,,Last00243,,,,,,,,,user00264@example.invalid,,No,,,,,,,,,,,,,5550388,,,,[ORG_00230],Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000266,,d868ef04-c740-8c15-794b-e02d2ab306b4,,,No,,,No,2018-11-26 15:50:49,,,No,,No,,No,,,,,,,,First00214,,Last00244,,,,,,,,,user00265@example.invalid,,No,,,,,,,,,,,,,5550389,,,,[ORG_00231],Career and Technical Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000267,,149de4c9-721c-b945-2d1a-87daa990fa22,,2014-09-19 00:00:00,Yes,2016-03-31 12:06:00,2022-02-07 16:33:00,Yes,2023-10-04 12:12:25,2023-10-03 00:00:00,Administrator,No,,Yes,2021-10-18 15:00:54,Yes,2021-10-18 15:00:54,user_00102,[REDACTED],Active,,,,First00215,,Last00245,,,Ms.,,,,,,user00266@example.invalid,alt00069@example.invalid,No,,,[ADDR1_00098],,Cumby,Texas,TX,754XX,United States,,,,,,903,5550390,[ORG_00232],Director of College and Career Readiness,,[EADDR1_00099],,Sulphur Springs,Texas,TX,754XX,United States,https://example.invalid/e00014,,903,5550391,,903,5550392,No,,,,,srch_00001,[REDACTED_FREETEXT],False,False,2023-10-03 00:14:00,2023-10-03 00:00:00,153458,0,0,0,338,,,,,Administration,Administration,Under 50,"Up to 5,000 students",ACTE000008,Hopkins - 3,Yes,1,2015-10-31 00:00:00,3,
000268,,298db2e5-6acf-a3c4-fbfa-4adb46545de5,,2022-05-25 21:15:32,Yes,2022-07-05 16:56:27,2023-07-13 15:20:24,Yes,2023-07-13 15:20:15,2024-07-05 00:00:00,Active Leadership,No,,Yes,2023-05-25 12:49:23,Yes,2023-05-25 12:49:23,user_00103,[REDACTED],Active,,,,First00216,,Last00246,,,,,,,,,user00267@example.invalid,alt00070@example.invalid,No,,,[ADDR1_00099],,Coppell,Texas,TX,750XX,United States,,,,,,214,5550393,[ORG_00233],A/V teacher,,[EADDR1_00100],,Coppell,Texas,TX,750XX,United States,,,214,5550393,,214,5550394,No,,,,,srch_00001,,False,False,2023-06-14 14:29:45,2024-07-05 00:00:00,,0,0,0,338,,,,,Teacher ,Teacher,Under 60,"Up to 35,000 students",,Dallas - 2,Yes,,,2,
000269,,63ce5c00-e591-cbc0-23e7-ccbe49b2e4ad,,2022-10-14 00:00:00,Yes,2022-10-14 12:52:19,2022-10-28 12:32:49,Yes,2022-10-28 12:32:40,2023-10-14 00:00:00,Active Instructional,No,,Yes,2022-10-28 13:17:22,Yes,2022-10-28 13:17:00,user_00104,[REDACTED],Teacher,,,,First00087,,Last00247,Nick00016,,Mrs.,,,,,,user00268@example.invalid,,No,,,[ADDR1_00100],,Carthage,Texas,TX,756XX,United States,,,,,,903,5550395,[ORG_00234],Teacher,,[EADDR1_00101],,Beckville,Texas,TX,756XX,United States,,,903,5550396,,,,No,,,,,srch_00001,,False,False,2022-10-14 12:47:00,2023-10-14 00:00:00,,0,0,0,338,,,,,Teacher ,,Under 60,"Up to 5,000 students",,Panola - 3,No,,,3,"Arts, A/V Technology and Communication|Business Management and Administration"
000270,,284c1d7c-829e-f2c6-3522-5ca7e21925b6,,2018-05-20 20:46:08,No,,,Yes,2018-05-20 20:46:08,,,No,,No,,No,,user_00105,[REDACTED],Active,,,,First00217,M00012,Last00248,Nick00017,,Mr.,,,,,,user00269@example.invalid,alt00071@example.invalid,No,,,[ADDR1_00101],,San Antonio,Texas,TX,782XX,United States,,,,,,210,5550397,[ORG_00235],Magnet Coordinator,,[EADDR1_00102],,San Antonio,Texas,TX,782XX,United States,,,210,5550398,,210,5550399,No,,,,,srch_00001,,False,False,,,,0,10,0,338,,,,,Administration,Administration,Under 50,"Up to 35,000 students",,Bexar - 7,No,,,11,
000271,,f1469950-ad81-d8ef-250a-7d15c5f8a706,,2018-06-11 16:47:00,Yes,2018-06-12 17:17:55,2019-01-22 13:13:00,Yes,2019-05-31 09:08:56,2019-06-12 00:00:00,Active Leadership,No,,No,,No,,user_00106,[REDACTED],Active,,,,First00034,,Last00249,,,Mrs.,,,,,,user00270@example.invalid,alt00072@example.invalid,No,,,[ADDR1_00102],,San Antonio,Texas,TX,782XX,United States,,,,,,210,5550400,[ORG_00236],Academic Dean,,[EADDR1_00103],,San Antonio,Texas,TX,782XX,United States,,,210,5550401,,210,5550402,No,,,,,srch_00001,,False,False,2018-06-12 16:59:00,2019-06-12 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 40,"Up to 5,000 students",,Bexar - 7,No,,,7,
000272,,fd67d22c-f96b-b0c9-0f28-9d0f7037b308,,2020-06-01 17:14:10,No,,,Yes,2020-06-01 17:14:06,,,No,,Yes,2020-06-01 22:25:02,Yes,2020-06-01 22:25:02,user_00107,[REDACTED],Associate,,,,First00188,,Last00250,,II,Mr,1975-01-01,,,,,user00271@example.invalid,alt00073@example.invalid,No,,,[ADDR1_00103],,Quinlan,Texas,TX,754XX,United States,,,,,,903,5550403,[ORG_00208],Texas,Education,[EADDR1_00104],,Quinlan,Texas,TX,754XX,United States,,,903,5550404,,903,5550404,No,,,,,srch_00001,,False,False,,,,0,10,0,466,,,,,Teacher ,Teacher,Under 50,"Up to 5,000 students",,Hunt - 2,,4,,2,Health Science
000273,,2288aaf8-f922-e43e-31b0-6c99cb841fb8,,,No,,,No,2020-07-16 16:21:08,,,No,,No,,No,,,,,,,,First00001,,Last00251,,,,,,,,,user00272@example.invalid,,No,,,,,,,,,,,,,5550405,,,,[ORG_00237],CTE Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000274,,aa8113c6-7af3-3005-c4bd-0e17e7107eda,,,No,,,No,2024-09-20 08:57:34,,,No,,No,,No,,,,,,,,First00163,,Last00252,,,,,,,,,user00273@example.invalid,,No,,,,,,,,,,,,,5550406,,,,[ORG_00169],CTE Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000275,,324cbd89-5534-863b-0051-629550f1591a,,,No,,,No,2026-06-09 15:37:53,,,No,,No,,No,,,,,,,,First00218,,Last00253,,,,,,,,,user00274@example.invalid,,No,,,,,,,,,,,,,5550407,,,,[ORG_00238],Ag Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000276,,2826d1ba-5b52-6a24-39eb-77ed1f51734a,,,No,,,No,2016-05-17 23:28:15,,,No,,No,,No,,,,,,,,First00219,,Last00254,,,,,,,,,user00204@example.invalid,,No,,,,,,,,,,,,,5550408,,,,[ORG_00239],Professor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000277,,227643b9-6f3a-b649-9b14-639e07a0fcf1,,,No,,,No,2017-05-25 12:03:12,,,No,,No,,No,,,,,,,,First00220,,Last00255,,,,,,,,,user00275@example.invalid,,No,,,,,,,,,,,,,5550409,,,,[ORG_00240],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000278,,37e7bfa0-cf16-d144-2358-88de76db4c21,,2024-11-13 00:00:00,Yes,2024-11-13 12:45:00,,No,2024-11-13 12:46:32,2025-11-15 00:00:00,Campus Coach,No,,Yes,2024-09-23 15:23:20,Yes,2024-09-23 15:23:20,user_00108,[REDACTED],Campus Coach,,,,First00135,,Last00255,,,,,,,,,user00276@example.invalid,,No,,,,,,,,,,,,,5550410,,,,[ORG_00241],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,2025-11-15 00:00:00,,0,10,0,466,,,,,Teacher ,Teacher,Under 40,50000,,Harris - 6,,,,6,
000279,,2ce07fce-8290-4ee2-d67c-b31f59f98300,,2009-11-15 00:00:00,Yes,2016-03-31 12:06:16,2017-01-05 10:13:00,Yes,2017-01-22 15:23:38,2018-01-22 00:00:00,Active,No,,No,,No,,user_00109,[REDACTED],Active,,,,First00221,,Last00097,,,,,,,,,user00277@example.invalid,alt00074@example.invalid,No,,,[ADDR1_00104],,Pflugerville,Texas,TX,786XX,United States,,,,,,512,5550411,[ORG_00242],Budget Manager,,[EADDR1_00105],,Austin,Texas,TX,787XX,United States,,,512,5550412,,512,5550142,No,,,,,srch_00001,,False,False,2017-01-22 15:23:38,2018-01-22 00:00:00,153458,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 35,000 students",ACTE000009,Travis - 4,,6,2014-11-30 00:00:00,4,
000280,,41166b60-42c1-0044-322d-c268215036d1,,,No,,,No,2023-07-09 16:29:35,,,No,,No,,No,,,,,,,,First00222,,Last00256,,,,,,,,,user00278@example.invalid,,No,,,,,,,,,,,,,5550413,,,,[ORG_00243],Lead Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000281,,8b438aa7-11a4-01d7-6b91-36b4b95a375d,,2024-12-05 16:36:00,Yes,2025-01-05 17:41:00,2025-07-16 09:54:00,Yes,2026-05-20 14:06:29,2026-01-05 00:00:00,Administrator,No,,Yes,2026-05-20 14:10:21,Yes,2026-05-20 14:10:00,user_00110,[REDACTED],Active,,,,First00039,,Last00257,,,Mr.,,,,,,user00279@example.invalid,alt00075@example.invalid,No,,,[ADDR1_00105],,Dallas,Texas,TX,752XX,United States,,,,,,601,5550414,[ORG_00043],Coordinator,,[EADDR1_00106],,Dallas,Texas,TX,752XX,United States,,,601,5550414,,601,5550414,No,,,,,srch_00001,,False,False,2025-01-05 17:41:00,2026-01-05 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 40,50000,,Dallas - 2,No,,,2,
000282,,a03ed41b-9044-c305-2283-f86763578905,,,No,,,No,2021-01-05 16:28:08,,,No,,No,,No,,,,,,,,First00223,,Last00258,,,,,,,,,user00280@example.invalid,,No,,,,,,,,,,,,,5550415,,,,[ORG_00004],Coordinator of Counseling,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000283,,126bcba7-3653-2c3a-7bbe-54b919474a74,,,No,,,No,2022-07-07 13:53:54,,,No,,No,,No,,,,,,,,First00224,,Last00259,,,,,,,,,user00281@example.invalid,,No,,,,,,,,,,,,,5550416,,,,[ORG_00244],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
